Gene	GSM1304836	GSM1304837	GSM1304838	GSM1304839	GSM1304840	GSM1304841	GSM1304842	GSM1304843	GSM1304844	GSM1304845	GSM1304846	GSM1304847	GSM1304848	GSM1304849	GSM1304850	GSM1304851
Polr3a	393.4277	379.574275	353.17053	379.72345	398.03175	386.31688	381.51315	397.911335	410.35264	444.94995	414.55704	450.0823	334.21972	432.501105	425.331385	410.263265
Atcay	37.9438575	52.8211475	20.691085	45.4998125	13.2290425	32.4497875	25.9664425	23.1116725	54.08084	8.6929625	11.9509425	31.8028775	15.0696175	35.52548	33.0427625	28.2097175
Pdpr	319.027625	406.05915	402.24505	393.797925	335.834375	483.836675	458.3772	462.99205	181.0362625	236.705975	220.557875	234.475825	154.741975	237.6213	260.533725	245.95635
Plk3	186.214	131.94	163.151	123.118	134.285	117.485	60.0983	58.5953	328.05	269.046	240.615	267.485	356.968	324.403	333.47	263.814
Tada2b	881.16	666.009	661.359	645.485	542.267	476.394	488.962	442.032	664.101	691.295	590.76	704.916	510.591	670.75	648.481	630.089
Ptk2b	487.06275	467.808	500.12675	497.038	560.3265	540.60725	506.4365	434.32095	617.4045	374.95075	527.178	350.836225	604.130175	597.34325	539.79625	535.693
Sppl2b	440.382	572.815	581.828	633.571	557.919	642.538	626.765	713.567	654.454	666.538	648.062	669.703	703.329	693.575	665.83	741.629
Mief1	822.1915	776.6575	759.3245	759.9215	585.817	626.866	595.4505	612.821	838.97	866.9595	785.0315	835.1435	688.1755	1032.566	1130.1945	1075.0145
Cpt1a	1545.89125	2460.4405	2520.71925	2575.48775	1993.3055	2290.25225	2488.0325	2061.5795	1598.46825	1476.376	1506.54175	1707.19375	2471.3955	2245.0455	2356.397	2172.882
Ccl27a	40.1231	159.327	157.618	171.244	67.3424	108.005	121.476	149.205	19.3529	34.1704	42.5242	28.0658	47.4392	28.8278	26.2798	58.4734
Aldh2	2813.63726875	3334.72793125	3422.526	3908.2936875	2112.7173875	2096.83725	2407.6902625	2452.76814375	821.212225	1454.7446375	1545.92583125	1559.87276875	814.33526875	1541.60894125	1611.9973875	1557.09423125
Slc25a16	646.412	691.169	909.632	985.464	857.087	953.66	995.147	941.853	410.282	707.525	798.232	778.309	296.461	573.439	716.303	674.572
Slc25a47	109.57	99.0828	104.259	105.23	81.5339	122.669	133.042	171.977	115.617	43.8809	101.455	99.6264	69.6384	95.354	124.436	97.0154
Zfp13	3.76102	39.2011	27.2563	4.37153	9.86648	37.4019	3.55521	6.39219	57.6404	6.27446	55.5589	7.66226	56.1526	23.7122	27.2693	76.7446
Snph	2.48804	17.2812	4.72349	29.564	2.70843	24.026	25.2046	2.63393	3.65135	10.6126	48.9259	18.717	12.5678	4.158	50.9289	3.38663
Coq4	197.723	273.823	256.493	281.051	224.89	193.664	191.019	334.087	275.336	377.044	434.396	512.097	84.1659	188.372	279.19	269.239
Gls2	2.66829	6.02463	5.03634	1.98033	10.4059	5.34652	27.4743	1.83009	2.31438	2.78161	3.63429	8.28766	9.69685	3.48899	3.32534	4.82762
Snx13	1923.90975	1986.43175	1883.40875	2131.57725	1933.368	1838.78925	1809.3905	1814.4195	1330.6609	1457.86425	1346.362	1333.8605	1328.298325	1292.68285	1378.362175	1202.797375
Cox6b2	59.9708	87.1775	79.9595	77.2685	31.0658	46.0948	54.2581	61.7124	4.58006	35.913	41.9897	57.4711	49.6581	45.623	40.5367	18.5109
Cpt1c	41.1738	50.823	36.9224	56.8376	55.2538	92.5129	57.3506	41.5885	33.0671	51.731	30.3987	58.5404	17.713	58.7396	31.0916	37.6273
H2-Aa	1789.722	3419.15575	4344.08225	4065.76825	25002.3375	25730.8625	24444.825	29115.905	531.8164	3185.6905	3113.71275	3307.85475	1176.00525	13845.5925	14618.82	15434.24
Sod1	10291.7541858	7737.90796719	8685.95636383	8822.34387813	7851.8054525	6526.03716914	8267.27978125	7705.02850359	3713.24375423	4780.07272422	4476.40258859	4838.87242422	4150.47254688	5195.06715672	5603.09014768	5401.92351016
Vwf	59.1408	526.097	472.855	527.223	147.207	300.921	483.864	568.495	241.993	190.073	146.797	188.136	205.414	374.323	259.299	346.791
Sarm1	9.15857	11.5782075	15.126515625	6.43419	11.0124825	8.7383525	5.4127275	9.8387725	8.35813	5.0823175	13.125985	6.9125025	13.89437875	20.484350625	20.51802125	3.4531575
Fcgr2b	2092.43441325	4942.042025	5563.33436125	6244.487015	3493.12183925	3543.98628	5162.53982025	5369.29227313	8690.72927875	15419.5322525	15607.06395	15570.7402816	4664.00911875	2868.7170875	2926.4450155	2695.58507425
Socs6	570.15375	1221.9135	1443.635	1525.1735	472.45575	430.21775	456.178	461.2155	313.01915	252.54615	299.3464	299.88225	328.16775	302.9083	350.2276	270.6955
Letm2	47.6649	110.445525	70.428825	68.13378	58.4765775	74.852325	82.965725	57.6318025	64.747125	71.65385	50.3234175	46.1946175	57.752825	54.86705	50.96425	38.019835
Mrs2	247.4555	318.268	285.368	309.1125	255.5545	307.4705	258.9565	269.058	316.9685	343.518	273.7055	307.6615	280.697	224.312	233.1515	239.1115
Trpm4	237.471	304.464	326.821	385.726	250.2	176.535	238.414	215.961	227.8	266.574	256.244	243.038	178.786	214.257	204.713	222.227
Exoc6 	976.0715	1395.255	1407.34	1400.15	1436.795	1312.49	1433.13	1245.21	3005.53	1424.045	1517.895	1173.145	2992.655	1523.105	1457.365	1599.02
Gsk3a	1333.53	1512.58	1477.71	1778.01	1857.19	2217.32	2174.39	1910.24	1529.84	1374.36	1443.03	1494.71	1753.0	1371.39	1585.62	1785.62
Lars2	170.159245	199.783915	182.45738	199.580295	158.617895	182.08834	182.260685	195.444585	99.32413	168.498125	151.07735	147.770105	97.834675	122.621575	142.1501	147.449135
Atg9a	343.186	433.911	420.843	386.746	401.499	454.339	474.262	428.686	361.401	470.249	503.289	468.34	395.965	542.29	540.81	549.531
LOC102643254 	1640.87215	1408.9264625	1702.9412875	1460.726025	2526.282125	2542.9779125	2228.80115	2392.2089	1655.9942375	1865.714675	1823.9212	1819.5055875	1764.40305	806.3164125	866.57035	940.79100875
Nat8l	40.3581	158.0163	191.29	201.838	18.73625	34.521285	48.98265	51.0159	26.608275	19.7869	10.44586	56.42875	36.46105	39.48555	24.72965	31.2052
Sfxn2	236.87405	197.882825	194.03695	158.574225	233.439175	266.590025	224.355925	261.654125	155.69645	226.117025	191.1912	198.138875	167.63395	160.7444375	107.4008875	130.364425
Cd300a	2290.342	4529.4195	5129.2575	5358.9715	1339.7409	2177.366	2451.1915	2862.048	316.33325	279.693045	273.9564	341.084345	421.2708	824.87815	862.8057	932.6112
Ociad2	86.25925	162.027	127.342	147.011	91.6295	99.1696	46.7516	59.8764	133.03355	74.8144	65.97185	94.93985	192.0596	55.424305	63.9107	34.42201
Tfb1m	192.0206	244.55475	241.36785	278.07915	191.508	275.223	262.4945	249.975	228.66025	252.9855	307.46005	246.7361	136.82935	255.6423	254.73305	241.3742
9630033F20Rik	129.87405	140.722	92.56365	83.80395	123.65025	102.945075	105.7792	86.925975	126.2803	137.6629	175.14	129.00925	105.358725	126.381525	93.49185	122.939
Sdhc	2359.125	2058.16	1979.74	1952.04	2322.89	2398.725	2386.68	2387.515	1698.225	1528.7505	1784.75	1763.6595	1456.766	1859.805	1816.15	2020.245
Usp30	194.9795	382.616	341.9125	343.056	275.4435	338.6885	214.597	316.326	193.467	173.792	175.5915	244.6215	120.12025	271.2955	254.0645	237.728
Aars2	48.1275	33.8509	64.1635	59.6787	109.856	41.7364	78.3467	96.1112	102.021	141.092	107.258	162.489	155.946	116.591	126.73	52.6455
Exog	164.0533	160.9644	165.44705	197.1785	195.56565	128.32025	163.04785	180.4415	162.6069	186.6454	173.6936	254.0725	147.35325	173.4225	186.5475	167.1219
Prelid2	56.02815	119.30405	86.71145	105.32945	76.75585	111.83	129.81845	129.84425	70.2089	146.9696	161.21915	128.3778	106.6887	349.66435	434.94105	578.62515
Grpel2	508.392	449.8135	494.2205	467.215	383.693	288.5685	355.5155	361.741	526.8815	540.512	509.2535	581.563	369.6456	385.785	443.86	403.5785
Htra2	1540.42	1906.96	1815.56	1828.845	1464.29	1486.67	1488.395	1503.64	1428.895	1757.21	1938.56	1928.93	1390.68	2903.2	2982.33	2885.865
Coq3	320.9845	288.929	269.6796	280.2666	275.213	269.874	234.8002	231.56955	337.7539	369.8452	359.69585	349.3798	289.66315	358.063	399.829	362.331
Themis	14.383331625	21.4010375	12.881645	32.03327625	11.1910225	13.71806875	15.94882875	25.83674	17.4828025	17.519325	6.5976975	28.25540375	22.500925	15.47685375	10.9286175	9.95616
Ddx58	589.117	308.985325	343.404175	307.13955	519.690125	519.34915	451.004075	471.8897	3233.19625	2372.9655	2981.57825	2825.5395	2994.9315	1223.2835	1105.3	1178.929875
Sfxn5	533.25235	151.6172	171.89055	185.8814	848.84535	461.25675	409.5577	410.65325	722.19875	486.67385	613.9516	595.28205	655.6897	370.91355	434.5513	423.86675
Entpd7	398.034	598.188	442.761	553.543	329.119	368.323	364.283	343.804	395.559	358.278	314.16	399.853	255.355	247.558	209.579	234.118
Pif1	14.28298	29.4635	29.9546125	23.1606925	7.3269625	35.446885	34.286655	34.445225	7.330965	36.312905	3.64666	23.122335	12.8692425	7.517735	13.0579725	14.80193
Hadh	1658.98135	2485.44475	2427.35	2427.23475	2132.8795	2601.539	2401.15925	2656.2885	411.924875	1336.027925	1155.3985	1214.525925	297.478425	798.823325	769.248225	867.247375
Mars2	13.888428	12.58485	23.784285	32.7766	25.7991225	32.21815	14.60624	15.449465	9.898475	11.666235	20.526345	4.34248	11.5633295	12.79015	13.378415	13.03841
Wnt5a	30.95429875	25.9722	18.15428875	31.45538375	9.289720625	17.6480025	27.77663375	16.1195975	21.2067625	37.5470625	28.9787625	31.64562625	30.3011525	48.195925	33.04633	26.84520375
Ndufb9	3120.451945	3094.22131	3241.564065	3173.35282	3287.696895	3267.037345	3049.974705	3165.591825	3745.72435	3616.05889	3712.10649	3754.0285	4182.62505	3290.856645	3183.42312	3144.100495
Trim62	58.5016125	35.2699125	56.0313375	62.59717	51.79577	37.8144725	38.668575	43.9424525	35.00094	35.60612	67.780795	56.7325	40.0685225	62.89394	68.1621925	60.1619275
Uqcc2	2280.2145	1882.316	1720.6235	1927.6615	2120.288	2061.403	1943.256	2121.637	1709.2095	2366.898	2373.2465	2319.6485	1269.932	1494.237	1756.4605	1786.525
Gm10362 	24355.7	21007.3	22308.5	22861.7	24966.8	22233.4	22917.2	22918.2	19282.6	20245.5	20421.7	20515.0	18808.2	14303.7	13435.0	12974.1
Pid1	751.12135	618.86094375	690.84915	585.2975875	774.60402375	758.28025625	761.9097225	739.11924375	1221.062525	1445.5919875	1459.4253625	1441.0117125	1236.13305	895.14835	939.9713125	819.644225
Acsl6	9.339805	17.45994	3.568325	21.7317	12.108	20.80615	2.97692	8.81971	20.79765	17.77851	6.14395	5.447255	11.143555	7.02681	10.644135	45.8063
Olfm4	1.71578	251.155	120.83	99.4961	1.90697	174.043	60.7623	71.2202	13.1044	78.0311	5.84916	33.7216	1.86933	3.54405	15.2416	2.40393
Camk2a	23.112989375	14.4442275	21.363306875	20.0429575	17.4192325	13.864145625	8.1567559375	21.023805625	25.538356875	20.54458	17.591120625	16.92125125	14.9991609375	16.8194634375	26.3300671875	8.448589375
Nlrc5	868.63	677.582	683.932	617.913	5359.15	4485.42	4286.48	3979.05	4612.51	2685.85	3114.7	3094.46	9831.07	7961.51	7280.85	6355.28
Guf1	134.6738	170.2738	163.0151	143.6711	112.44645	121.88595	112.1366	112.0159	29.1363	72.47625	70.12395	66.4106	46.27115	50.4022	53.2507	35.245
LOC102642647 	41.5538	43.5316	95.8524	62.1609	84.8524	77.13	125.944	60.525	93.3773	46.5383	63.9531	53.8327	81.7589	56.5841	72.1497	37.3064
Skap1	9.7922575	15.34151	6.30656	11.6235585	16.440575	8.04455	10.673615	15.17555	8.6195325	6.946475	16.619835	9.527785	17.7507	3.943895	5.087395	7.511465
Clcf1	8.1846675	35.68815	24.39385	18.3983825	16.537715	32.4797	23.502835	15.7024375	49.4633	71.18375	67.641375	90.410725	90.4383	219.43275	143.3185	156.157
Cblb	463.87725	915.00475	802.68175	848.7845	431.2205	527.48025	480.884	526.1695	821.476	362.37175	430.908	431.29525	644.86075	530.9285	458.803	527.99375
Gpr183	204.7785	302.7815	387.6125	297.23	21.08906	33.35885	48.3815	37.04865	28.192825	23.549825	31.0777	26.48325	45.56805	46.3657	23.69275	33.4627
Polrmt	819.8405	858.1855	885.606	918.1395	831.001	895.549	853.2965	904.447	763.127	922.331	853.8005	908.9615	515.7845	700.8575	796.3895	745.1915
AK201917 	18.1276	53.8786	39.7343	34.0669	59.6954	66.4519	54.6176	74.2406	68.8771	49.0148	76.7517	26.4985	78.359	64.8068	64.8953	81.0291
Sla2	16.59417	11.871145	20.0386	9.3626	22.58895	12.93989	16.724945	18.92562	26.59329	7.61478	21.679245	27.51789	38.93015	41.84223	10.982715	28.572845
Xrcc3	47.03015	47.86055	62.80405	52.88085	39.98665	36.3839	61.60395	61.71045	39.59925	46.45865	55.54195	39.0535	52.88242	31.6215	38.38042	23.767125
Acsm5	8.07446	15.3762	0.762772	2.39516	13.5593	4.37205	11.8183	27.4648	5.34757	10.3729	0.715859	11.2865	30.7357	18.9887	2.81955	9.77081
Prkce	70.1656221875	139.201292188	123.894332812	126.509274375	97.8913689062	127.298545469	131.620396406	202.94984375	116.451063281	221.96578875	247.202404688	266.000998188	143.676120313	305.064843281	251.703129687	331.22821
Dusp18	37.392115	65.43865	23.544755	47.98585	30.2417	25.69165	35.76045	37.7074	7.758775	46.98743	32.953	46.2397	55.37055	36.30455	42.24995	50.5343
Il20rb	29.2597	64.8167	28.1533	85.9508	18.9061	34.5322	44.8318	38.9609	89.6365	68.774	115.248	91.9739	54.9544	32.3247	76.4522	66.4602
C920009B18Rik	135.516	76.6997	60.5264	43.3432	59.8306	53.715	43.3342	42.3423	216.998	118.893	171.284	119.934	231.174	134.129	142.179	110.805
Tlr12	19.88496	10.5517	19.73717	30.78504	199.9552	264.0039	280.4748	324.7002	13.311535	19.22433	42.598405	36.203615	27.10346	69.42395	38.08475	23.08465
LOC102643207 	847.095	804.128	849.705	928.094	875.686	892.713	924.268	897.674	608.638	797.98	790.685	900.841	802.642	885.663	926.555	866.691
Slc25a40	314.235	403.862	396.12	358.037	221.801	274.584	333.007	261.924	391.583	436.118	300.29	241.426	318.429	278.923	232.999	291.124
Mcur1	3244.277	3829.1955	4069.0235	4241.752	5666.8925	6445.435	6917.6035	6640.642	2498.7865	2941.05	3288.08	3008.4525	2721.464	3921.7235	4725.3265	4426.679
Dtymk	521.223	524.822	489.542	443.6515	469.59675	594.99	658.57675	621.635	324.62975	413.19725	402.46125	399.761	220.27725	258.7065	253.62125	281.5615
Irak1	1985.4175	2287.6425	1955.484875	2057.237375	1534.94025	1786.70575	1828.74625	1786.4705	890.400125	1597.84925	1499.90825	1423.035	791.250625	1241.501625	1217.530375	1110.83125
Cxcl3	141.376	42.1449	29.3946	19.5113	17.7408	1.21334	1.12339	17.9429	4335.63	17917.9	15275.9	22289.2	2063.19	5409.14	3446.53	4409.6
Hsd17b10	1379.9255	1512.5335	1395.3305	1419.6545	977.8075	1147.544	1126.803	1115.9205	1121.918	2520.675	2289.235	2208.285	715.8915	1706.1035	1703.6435	1194.57
Pld6	8.34888	22.0282	33.45	33.5866	5.5597	24.8595	26.2804	9.38081	10.0242	35.5565	3.28918	26.1624	32.3273	26.885	29.8274	23.2647
Mecp2	254.5114875	259.9668625	304.300225	282.55355	254.749425	223.2518875	229.5221	238.410075	312.385225	255.615	286.8827375	299.2124125	261.809325	265.6268625	221.2029625	297.680325
Mrps24	1665.555	1801.105	1864.415	1870.555	2011.105	1924.885	1953.92	1956.535	2038.13	2222.01	2264.405	2092.37	1467.105	1395.05	1509.965	1398.22
Utp14b	126.044	110.097	92.0096	123.845	114.953	114.495	91.2744	90.9857	143.121	68.3423	121.137	107.17	91.681	72.969	69.4228	89.0702
Timm17b	801.8425	983.399	947.576	939.247	764.0255	898.865	926.5465	899.742	524.103	653.336	581.6315	693.54	438.9445	623.137	643.5255	659.5775
Gbp6	276.978	77.2683	70.6769	82.6353	13080.25	12496.5	12413.55	12629.8	10537.825	6086.495	7252.24	6811.57	24211.7	19369.15	17745.0	18085.2
Lax1	10.2472	3.40412	18.6805	3.58611	8.01348	0.859801	16.7226	2.13467	3.29455	25.0053	9.41561	24.4449	2.39349	2.36427	21.699	26.5692
Osm	184.476	211.914	272.509	242.581	104.504	125.191	147.309	137.987	199.613	242.313	134.01	179.073	159.48	518.215	417.275	410.453
Dna2	94.960075	273.1156	231.770925	241.000325	334.665775	640.60575	697.23425	854.21625	29.0601175	101.1844825	88.1101	141.9107	55.711985	168.705775	184.441025	208.923125
Sema4a	594.2765	354.9015	427.5605	422.523	956.5465	930.411	1198.7845	1212.0525	438.139	1459.44	1929.085	2363.435	629.6715	1835.09	2867.3	2569.86
H2-T10 	1955.9923	1520.484225	1414.3796	1499.97835	6605.97065	5496.46755	5266.72335	5395.8818	15795.852	10514.3335	11679.5825	11670.9587	17057.7625	9759.993	9294.2915	9475.233
Mavs	1022.97125	993.917	1162.78775	902.65975	1008.28625	847.5295	952.149	957.41025	650.5565	845.82025	862.7365	908.51575	495.18925	692.376	664.0795	810.10125
Pi4kb	304.973	373.9278	279.9885	351.33695	293.9343	282.1441	287.87825	302.2656	267.5145	368.1795	353.768	355.735	207.5577	275.0016	290.45365	339.38945
Cd40	597.397	113.052575	135.3945	119.66085	1595.4725	1316.5575	1115.695	990.21	2782.8825	1533.47825	2214.0375	1716.025	8515.735	10404.085	10763.435	10527.8875
Sbno2	313.946	310.208375	256.849625	275.489325	348.23375	325.5495	318.902375	343.802875	211.6643125	322.4415	320.77	304.1115	231.606375	484.664	319.5078625	282.0854625
Slc25a39	3803.79425625	3045.4945525	3709.05013125	3619.25116812	4928.71998	4067.8382575	3911.30080063	4386.31459375	3350.4879	3185.12603562	3279.18079312	3108.54118125	2902.84605625	2126.761605	2705.99454188	2873.23595625
Atg12	955.02895	1192.509225	1129.779725	1065.92105	726.67385	702.215225	673.4397	723.17275	1174.910175	1210.3642925	1080.988175	1060.138125	1205.7096	1093.73285	1282.46165	1126.723625
Lig4	237.826	308.959	312.936	293.98	270.457	306.347	275.453	303.334	250.907	348.314	347.155	400.956	268.421	277.284	306.795	346.912
Micu1	479.364325	444.279475	412.3385	349.73775	351.902	340.4597	279.39745	273.830075	575.937325	450.039875	406.646025	410.2815	545.41655	332.01845	324.5584	346.482925
Ssc5d	7.53329	9.79112	5.57016	5.41753	18.1436	4.69111	5.65714	4.96923	38.0157	33.1162	86.8611	34.7491	16.5823	15.2348	11.1335	34.6561
Rltpr	53.785825	64.76735	69.124475	68.48305	60.722375	64.790975	57.9342	72.217875	107.208275	66.4564	83.20905	100.859825	135.29295	81.025025	92.28785	75.3038
Slc25a41	3.23501	12.4806	3.15262	3.60388	6.7196	3.71117	4.2427	21.6809	3.74616	5.30431	4.93972	19.2882	23.5339	1.9769	2.2161	5.68343
Primpol	298.281	321.733	298.314	283.647	294.63	239.653	264.052	288.05	101.398	150.871	132.128	144.202	55.035	187.621	180.267	158.796
Ndufa13 	2.7818	7.8121275	12.9077975	17.6826	10.6044275	2.6243675	15.11505	5.3401	15.29358	7.2766875	4.2486025	6.7987075	11.791095	13.504565	26.0854975	25.9117525
Cyp11a1	19.9849575	18.595645	5.66165	2.141075	10.1215925	10.5560425	9.420855	5.2967325	10.45902	21.8290275	11.14413	3.6666125	16.5965275	3.724445	10.9664275	15.0251225
Slc9b2	199.287	151.37	89.4816	113.617	31.1275	70.2403	42.4413	65.8471	83.719	60.9843	40.806	88.3519	52.2671	17.4561	56.6568	62.9754
Gnb2l1	12337.1895	10783.0785	10509.0625	11629.9765	11242.889	9493.6855	9895.235	11600.439	7622.5345	9548.018	9118.508	9706.172	6669.2135	6544.353	6105.911	6355.2035
H60a	9.94141	9.344855	8.361345	10.39098	15.0472	11.11886	27.60125	13.466605	9.48916	3.03169	16.343985	3.22246	9.921035	7.249885	11.639975	3.102585
Chchd7	392.4250925	536.8385	670.1689	612.233775	784.964425	786.95795	808.806475	766.54415	580.655953	577.19855725	665.395175	650.43169675	649.30242075	611.7111795	605.0591025	648.8279175
Slc25a48	6.5743325	12.3701775	4.535945	16.62124	6.27212	14.389385	13.80543	4.7690775	9.58431	7.2526475	12.630825	12.085125	13.876235	7.777935	9.6976225	9.7020175
Mb21d1	461.413	357.0225	355.0325	331.3455	437.0875	499.1745	464.644	435.1045	551.787	837.5235	777.0775	701.221	575.768	457.065	437.1765	488.126
Pde12	863.558	598.33825	632.2375	638.976	529.248625	580.19875	576.2391	556.886875	509.7245	489.8035	493.4755	523.96175	531.423625	587.363	598.5248	580.54625
D19Ertd409e	136.858	194.635	157.542	179.078	182.958	164.634	181.878	196.862	106.501	127.44	131.984	147.596	92.8982	203.006	141.33	193.906
H2-Ob	3.80853	22.6104	18.195	33.4146	189.723	328.632	314.662	244.941	18.2763	5.07071	10.1261	29.9574	2.50266	0.759923	15.5574	3.61536
H2-Eb2	27.3716	14.8816	35.5567	28.9672	10.8633	20.9739	25.5153	58.2711	24.1073	7.21991	36.3883	29.2856	14.8341	62.9291	14.196	37.1119
AI413194 	782.884	608.553	787.663	656.67	1014.08	978.937	940.771	878.0	614.776	752.429	779.538	630.105	703.244	1702.69	1353.5	1396.61
Timm50	269.15276	295.9570425	258.6620825	289.533865	309.1276	337.3429725	309.059925	326.2585125	303.68993	301.7084375	244.8802475	362.6252125	247.6891975	285.86693	274.4161325	318.8552975
Pink1	1893.225	2944.195	3101.455	3202.73	1708.43	1604.75	1808.155	2083.51	623.091	947.174	780.0275	887.028	562.2805	779.204	812.6435	822.447
Ppm1k	288.9043	315.3075	329.5671	308.97435	738.076	722.002	674.842	655.4855	332.1415	364.37145	473.0615	356.4725	350.768	279.554	250.8135	273.0073
D630004N19Rik 	61.0655	96.4636	75.3807	108.534	40.0567	43.9376	69.694	62.1414	24.2511	10.5047	28.9543	54.1791	37.5666	72.9316	4.314	50.9675
Mcu	203.86116	268.98225	247.43569	244.45835	208.781275	283.45185	272.6009	240.71415	191.0956	189.231485	219.4688	230.488905	221.32325	230.222215	202.76395	230.3017
Hsh2d	27.0922	5.07603	4.83036	7.23679	5.27331	36.2098	13.0543	7.93016	40.026	41.469	40.1895	24.5913	43.8601	7.43023	5.97286	11.9155
Oas1f	9.79534	13.2106	18.7784	72.5215	38.5957	28.5572	19.0279	48.6722	80.4507	6.19428	46.2251	68.791	55.1046	56.8555	42.1736	21.4461
9230104K21Rik	133.206	184.037	140.976	133.084	114.209	90.8477	122.911	111.416	61.0773	120.049	96.0858	125.451	60.9267	136.431	96.3632	73.12
Ipo7	1196.18305	998.973875	889.997725	993.784725	1042.99555	1012.7997	872.765775	930.317425	681.680925	946.525825	809.4049	833.895225	550.12345	908.33265	836.845325	896.94445
Muc20	44.994155	80.9955	80.24305	36.53984	17.978345	12.984995	26.872785	33.80175	67.2305	11.4499	39.38255	43.667525	51.9299	27.98192	48.28013	57.33835
Polr3b	178.4590675	183.034775	227.431275	220.5219725	209.5758	186.40524	209.2379175	188.917525	147.0335425	170.0760325	181.355675	192.447275	131.421675	144.57295	157.890835	162.1178
AK164124 	97.1047	152.758	136.739	190.072	127.564	194.703	153.831	187.355	83.4753	157.92	118.261	20.4838	68.457	112.052	119.79	95.3454
Cox8c	79.6695	137.632	91.50485	155.8947	95.43805	117.7071	140.681	163.831	165.1705	189.188	163.817	229.3605	235.171	186.677	209.8095	267.9315
Bckdk	557.3305	518.479	616.662	556.7985	561.6825	527.629	636.601	661.7995	314.2079	513.0595	474.141	521.571	282.86935	453.6485	528.8055	525.465
D830025C05Rik	38.8294	72.3482	41.2105	27.3009	10.8654	6.55568	8.19358	8.28629	12.8046	4.66593	5.30846	6.42424	16.8819	22.3821	18.7103	1.32536
Anxa1	13546.6011	15193.6965	14435.5895	16200.973	3357.817575	6448.69485	5734.4136	6124.14735	11523.07865	5901.01375	6444.12375	6812.24835	10180.2507	3992.089875	3227.079615	3341.23995
Sqstm1	7485.7285	4109.555	3873.819	4032.6865	3404.9635	2299.1695	2301.946	2401.1379	10243.6665	9299.98	8232.916	8761.9285	11302.316	11657.875	10797.335	11445.1135
AU015836	39.3248	19.8212	3.5851	8.12235	2.15224	1.88927	33.7935	7.08976	19.3746	6.60564	11.3515	9.02452	12.3651	24.093	32.2471	55.6846
Gimap5	11.3427	2.33109	13.0005	55.9362	2.74373	34.9554	21.3676	9.30854	3.64826	2.48787	1.94523	8.22579	21.3898	7.25727	4.68997	33.8643
Ict1	696.41875	764.13225	674.38125	719.7818	798.543	804.44645	788.23975	902.02	467.6074	725.65314	657.37765	747.0473	375.95405	568.51185	628.00305	600.9442
Pnpt1	221.68532	221.109425	203.330625	189.697495	253.953425	308.365775	279.15705	265.14245	385.110275	440.52855	462.7279	412.34835	386.075225	300.754225	303.44495	271.668
D530039A21Rik	25.1015	91.1077	37.1184	47.9307	73.1096	107.738	82.232	123.752	57.1755	14.0996	76.0416	22.3248	64.7422	8.85656	30.4234	18.7251
Malt1	189.450025	416.917575	349.96485	400.4519	198.226125	209.254675	209.992325	230.719825	543.138675	1483.2685	1258.70925	1738.53675	491.01015	1645.9395	1247.03975	1264.712
Il31ra	8.457295	9.410175	31.657085	4.341465	1.862395	5.787335	16.398665	18.93779	20.2607	6.71816	4.169145	5.051075	8.625135	5.053725	9.463875	5.99837
Tnfsf13b	49.6470225	70.3359925	67.131691	82.8208225	567.337925	976.8955	977.2362	1042.182725	81.883525	96.239825	112.246625	108.0226775	68.292785	100.47429	115.489175	172.5492775
Cd226	10.051	8.04497	27.1099	16.407	14.7638	2.58827	0.899749	12.8668	14.4368	19.9683	1.01316	10.1713	7.91461	17.0458	2.02636	14.09
Vsig10l	11.3217	7.52656	7.00197	6.46921	18.9689	7.92105	4.09933	9.33737	13.7168	4.42711	7.34095	6.87987	14.9289	4.67984	7.81935	9.43678
Ogdh	676.794	633.671	601.873	542.9555	648.3805	586.75305	587.1415	523.0255	497.8519	517.083	522.957	471.48625	485.5975	433.04785	444.55705	515.5445
Cd300lb	7603.01	11600.3	10740.5	11162.6	3104.31	2753.0	2839.77	2838.67	1336.59	1439.5	1630.08	1568.07	688.647	1055.87	1324.18	1140.28
Oprk1	38.45065	41.19925	46.07785	35.2608	35.8902	31.9932	52.6306	17.639595	46.78585	19.1164	6.77208	43.9403	31.393375	40.71292	44.61565	29.41475
Gm9933	39.5093	27.7263	34.2441	10.178	39.3594	49.747	13.3625	28.3538	68.4552	22.3183	18.0202	4.18726	38.6923	64.4757	4.75827	6.93683
Spef2	2.050607	1.405867	6.5107825	5.15472	1.015551	4.7895875	3.836677	2.203976	1.143728	3.5993185	3.4356	4.29936	1.7187075	1.5246315	1.6533895	2.8570275
H2-Bl 	41.6018	54.4367	38.0671	21.3559	45.2237	29.7537	15.6128	86.5461	31.1633	1.45256	28.705	47.711	38.3428	30.7026	24.5172	37.3918
Trem1	36.81914	17.933865	33.05665	31.704355	21.23791	37.46898	27.47216	18.945335	68.7437	49.2469	43.799675	58.89715	91.47195	44.19706	72.53085	67.90415
Lbp	18.15642	26.18775	21.80124	13.992055	17.66184	29.559205	22.121305	17.186285	30.44786	32.78605	21.86516	33.082	24.501275	34.4162	30.583425	26.745145
1500032P08Rik 	116.532	280.484	217.826	135.67	193.083	169.503	131.957	167.228	83.0651	114.835	124.079	100.123	94.6979	189.794	100.594	107.842
Pcca	557.15965	675.60315	763.80762	633.92765	724.61675	691.70965	799.3941	813.6606	275.38135	371.56425	319.34075	440.52295	264.89765	361.60195	349.60545	412.04675
